file_name,cir_fidelity,cir_fidelity_1q_gate,cir_fidelity_2q_gate,cir_fidelity_2q_gate_for_idle,cir_fidelity_atom_transfer,cir_fidelity_coherence,cir_fidelity_coherence_big,num_two_qubit_gate,num_gate_stage,num_transfer,num_movement_stage,num_big_move,num_offset_move,total_move_dis,bigmov_dis,offset_dis,average_movement
qft 5 full code fidelity,0.7620526457155563,1,0.904610480274618,0.9276563692349433,0.9249283295681434,0.9818115750736375,0.9985129110344967,20,14,78,108,27,81,36.6842105263158,26.842105263157894,9.84210526315789,41.81168387629123
qft 6 full code fidelity,0.6588856169829876,1,0.8603841919146966,0.8867871865156691,0.8886435861147077,0.9717858812257844,0.9980709917645243,30,18,118,140,35,105,47.631578947368475,34.8421052631579,12.78947368421051,41.84218013451155
qft 7 full code fidelity,0.5527110017905768,1,0.8101573778154735,0.8392731030692049,0.8469758853683546,0.9597417054249888,0.9976290724945519,42,22,166,172,43,129,58.57894736842115,42.8421052631579,15.736842105263129,41.86132894781269
qft 8 full code fidelity,0.4498291913798973,1,0.7552531090661903,0.786391514168376,0.8008264083574373,0.9457533948670486,0.9971871532245796,56,26,222,204,51,153,69.52631578947383,50.8421052631579,18.68421052631576,41.87447029027425
qft 9 full code fidelity,0.3551869609467568,1,0.6970466008354952,0.7295010968306057,0.7511551214098499,0.9299072180018108,0.9967452339546072,72,30,286,236,59,177,80.47368421052651,58.8421052631579,21.63157894736839,41.88404787884793
qft 10 full code fidelity,0.2720975622381581,1,0.6369088258938784,0.6699844104191454,0.6989478686545432,0.9123004760132172,0.9963033146846348,90,34,358,268,67,201,91.4210526315792,66.84210526315789,24.57894736842102,41.89133828209059
qft 11 full code fidelity,0.2022315660303544,1,0.5761543988830041,0.6091932225498211,0.6451843777173253,0.8930405041142759,0.9958613954146625,110,38,438,300,75,225,102.36842105263189,74.84210526315789,27.52631578947365,41.89707339930814
qft 12 full code fidelity,0.14582375979561868,1,0.515996384293716,0.5483994948939686,0.5908085978922358,0.8722435770478965,0.9954194761446901,132,42,526,332,83,249,113.31578947368457,82.84210526315789,30.47368421052628,41.90170295176087
qft 13 full code fidelity,0.102014306369099,1,0.4575100055400053,0.4887543622601732,0.5367025720391536,0.8500337344739924,0.9949775568747178,156,46,622,364,91,273,124.26315789473726,90.84210526315789,33.42105263157893,41.90551851696915
qft 14 full code fidelity,0.06923818884411219,1,0.4016064652978159,0.4312567091588406,0.4836647671103932,0.8265415429229106,0.9945356376047454,182,50,726,396,99,297,135.21052631578996,98.84210526315789,36.368421052631604,41.908717425174075
