file_name,index,movement_time_ratio
qft 45,0,0.8257340511842917
qft 45,1,0.8250408738567178
qft 45,2,0.8257340511842916
qft 45,3,0.826428394269493
qft 45,4,0.827588231315864
qft 45,5,0.8271239060555828
qft 45,6,0.8273560035390606
qft 45,7,0.8278205894957383
qft 45,8,0.8273560035390604
qft 45,9,0.8271239060555826
qft 45,10,0.8271239060555826
qft 45,11,0.8277043940985532
qft 45,12,0.8273560035390602
qft 45,13,0.8267760038905859
qft 45,14,0.8274721011339401
qft 45,15,0.8270079061395789
qft 45,16,0.8272399385175099
qft 45,17,0.8266601015302368
qft 45,18,0.8271239060555826
qft 45,19,0.8273560035390604
qft 45,20,0.8265442316610928
qft 45,21,0.8268919387558079
qft 45,22,0.8264283942694927
qft 45,23,0.8267760038905859
qft 45,24,0.82723993851751
qft 45,25,0.826660101530237
qft 45,26,0.8268919387558079
qft 45,27,0.8267760038905858
qft 45,28,0.8259653692055907
qft 45,29,0.8259653692055906
qft 45,30,0.8261968168643213
qft 45,31,0.8266601015302367
qft 45,32,0.8259653692055906
qft 45,33,0.8267760038905858
qft 45,34,0.8259653692055906
qft 45,35,0.826312589341784
qft 45,36,0.8258496939970704
qft 45,37,0.8258496939970704
qft 45,38,0.8260810768234668
qft 45,39,0.826312589341784
qft 45,40,0.8264283942694927
qft 45,41,0.8275882313158636
qft 45,42,0.8279368175211564
qft 45,43,0.8274721011339399
qft 45,44,0.8282856975043
qft 50,0,0.8256419740314966
qft 50,1,0.8254524129472
qft 50,2,0.825168234471226
qft 50,3,0.8264960774366944
qft 50,4,0.826971343325778
qft 50,5,0.8264010898045699
qft 50,6,0.8267811713943062
qft 50,7,0.8272567653134684
qft 50,8,0.8271616027621067
qft 50,9,0.826686118224028
qft 50,10,0.8270664621020608
qft 50,11,0.8267811713943058
qft 50,12,0.8272567653134679
qft 50,13,0.8267811713943057
qft 50,14,0.8271616027621063
qft 50,15,0.8268762464257078
qft 50,16,0.8270664621020605
qft 50,17,0.826496077436694
qft 50,18,0.8269713433257775
qft 50,19,0.8267811713943055
qft 50,20,0.8264960774366938
qft 50,21,0.8264960774366938
qft 50,22,0.8264960774366935
qft 50,23,0.8264960774366936
qft 50,24,0.8264010898045695
qft 50,25,0.8264010898045694
qft 50,26,0.8261162578640336
qft 50,27,0.8264010898045695
qft 50,28,0.8256419740314964
qft 50,29,0.826211180025763
