file_name,cir_fidelity,cir_fidelity_1q_gate,cir_fidelity_2q_gate,cir_fidelity_2q_gate_for_idle,cir_fidelity_atom_transfer,cir_fidelity_coherence,cir_fidelity_coherence_big,num_two_qubit_gate,num_gate_stage,num_transfer,num_movement_stage,num_big_move,total_move_dis,bigmov_dis,average_movement
qft 5 full code fidelity,0.7620526457155563,1,0.904610480274618,0.9276563692349433,0.9249283295681434,0.9818115750736375,0.9985129110344967,20,14,78,108,27,36.6842105263158,26.842105263157894,41.81168387629123
qft 6 full code fidelity,0.6588856169829876,1,0.8603841919146966,0.8867871865156691,0.8886435861147077,0.9717858812257844,0.9980709917645243,30,18,118,140,35,47.631578947368475,34.8421052631579,41.84218013451155
qft 7 full code fidelity,0.5527110017905768,1,0.8101573778154735,0.8392731030692049,0.8469758853683546,0.9597417054249888,0.9976290724945519,42,22,166,172,43,58.57894736842115,42.8421052631579,41.86132894781269
qft 8 full code fidelity,0.4498291913798973,1,0.7552531090661903,0.786391514168376,0.8008264083574373,0.9457533948670486,0.9971871532245796,56,26,222,204,51,69.52631578947383,50.8421052631579,41.87447029027425
qft 9 full code fidelity,0.3551869609467568,1,0.6970466008354952,0.7295010968306057,0.7511551214098499,0.9299072180018108,0.9967452339546072,72,30,286,236,59,80.47368421052651,58.8421052631579,41.88404787884793
qft 10 full code fidelity,0.2720975622381581,1,0.6369088258938784,0.6699844104191454,0.6989478686545432,0.9123004760132172,0.9963033146846348,90,34,358,268,67,91.4210526315792,66.84210526315789,41.89133828209059
qft 11 full code fidelity,0.2022315660303544,1,0.5761543988830041,0.6091932225498211,0.6451843777173253,0.8930405041142759,0.9958613954146625,110,38,438,300,75,102.36842105263189,74.84210526315789,41.89707339930814
qft 12 full code fidelity,0.14582375979561868,1,0.515996384293716,0.5483994948939686,0.5908085978922358,0.8722435770478965,0.9954194761446901,132,42,526,332,83,113.31578947368457,82.84210526315789,41.90170295176087
qft 13 full code fidelity,0.102014306369099,1,0.4575100055400053,0.4887543622601732,0.5367025720391536,0.8500337344739924,0.9949775568747178,156,46,622,364,91,124.26315789473726,90.84210526315789,41.90551851696915
qft 14 full code fidelity,0.06923818884411219,1,0.4016064652978159,0.4312567091588406,0.4836647671103932,0.8265415429229106,0.9945356376047454,182,50,726,396,99,135.21052631578996,98.84210526315789,41.908717425174075
qft 15 full code fidelity,0.04559114780250894,1,0.3490173016974103,0.37673216372443347,0.43239347672188105,0.8019028116890875,0.994093718334773,210,54,838,428,107,146.15789473684268,106.84210526315789,41.91143799196519
qft 16 full code fidelity,0.029124866180755275,1,0.30028896908517405,0.32582256083374433,0.3834755866308949,0.7762572804178176,0.9936517990648006,240,58,958,460,115,157.1052631578954,114.84210526315789,41.91378004511579
qft 17 full code fidelity,0.01805071076990575,1,0.2557867022842223,0.27898523736235625,0.33738068325533227,0.7497472962000307,0.9932098797948282,272,62,1086,492,123,168.0526315789481,122.84210526315789,41.915817440946
qft 18 full code fidelity,0.01085350471122818,1,0.21570623976979011,0.23650096147234326,0.29446020638879405,0.7225164977399319,0.9927679605248558,306,66,1222,524,131,179.00000000000082,130.8421052631579,41.917605994537396
qft 19 full code fidelity,0.006331248720200515,1,0.18009166573181268,0.19848889581374413,0.25495111561414646,0.6947085236098133,0.9923260412548836,342,70,1366,556,139,189.94736842105354,138.8421052631579,41.9191886714564
qft 20 full code fidelity,0.0035830328631446624,1,0.1488574871309632,0.1649267641837768,0.2189833660018417,0.6664657607731744,0.9918841219849112,380,74,1518,588,147,200.89473684210625,146.8421052631579,41.92059908422096
qft 21 full code fidelity,0.001967218502433106,1,0.12181307688414098,0.13567432772852994,0.18659037743833065,0.6379281484651618,0.9914422027149388,420,78,1678,620,155,211.84210526315897,154.8421052631579,41.92186390599047
qft 22 full code fidelity,0.0010478355979049254,1,0.09868776295209036,0.1104983608640051,0.15772163306933143,0.6092320511968116,0.9910002834449664,462,82,1846,652,163,222.78947368421169,162.8421052631579,41.92300457347585
qft 23 full code fidelity,0.000541465484079109,1,0.07915509187866449,0.08909751893838488,0.1322565509990739,0.580509213129596,0.990558364174994,506,86,2022,684,171,233.7368421052644,170.8421052631579,41.9240385118398
qft 24 full code fidelity,0.0002714462362572241,1,0.0628551072319092,0.07112577357411168,0.11001883111517294,0.551885804385419,0.9901164449050216,552,90,2206,716,179,244.68421052631712,178.8421052631579,41.9249800311321
qft 25 full code fidelity,0.00013201723136478124,1,0.049413822110038565,0.05621342054619543,0.09079057485369968,0.523481568053018,0.9896745256350492,600,94,2398,748,187,255.63157894736983,186.8421052631579,41.925840992623996
qft 26 full code fidelity,6.22887324421075e-05,1,0.03845939824099911,0.04398500440138737,0.07432559783167365,0.49540907476450635,0.9892326063650769,650,98,2598,780,195,266.57894736842235,194.8421052631579,41.92663131112169
qft 27 full code fidelity,2.8511414498535276e-05,1,0.029634846598205214,0.034073824669237286,0.06036149145650879,0.46777308978571325,0.9887906870951045,702,102,2806,812,203,277.52631578947484,202.8421052631579,41.92735933850626
qft 28 full code fidelity,1.266067176057441e-05,1,0.02260731802731656,0.026132968585455146,0.04863012869834711,0.44067005563058426,0.9883487678251321,756,106,3022,844,211,288.4736842105273,210.8421052631579,41.9280321600228
qft 29 full code fidelity,5.454083235211435e-06,1,0.01707424722777896,0.0198430408231548,0.038866441665141555,0.414187691311138,0.9879068485551598,812,110,3246,876,219,299.4210526315798,218.8421052631579,41.92865582562946
qft 30 full code fidelity,2.2793557162752667e-06,1,0.012766746905164973,0.014916925569894404,0.030815417064261386,0.38840470750593625,0.9874649292851874,870,114,3478,908,227,310.3684210526323,226.8421052631579,41.929235532426844
qft 31 full code fidelity,9.241151409706955e-07,1,0.009450724290688864,0.011102020811130906,0.024237355015339197,0.3633906352041526,0.987023010015215,930,118,3718,940,235,321.3157894736848,234.8421052631579,41.929775769825255
