file_name,cir_fidelity,cir_fidelity_2q_gate,cir_fidelity_2q_gate_for_idle,cir_fidelity_atom_transfer,cir_fidelity_coherence,num_two_qubit_gate,num_gate_stage,num_transfer,num_movement_stage,big_movement_stage,movement_distance
20 0 fidelity,0.0035830328631446624,0.1488574871309632,0.1649267641837768,0.2189833660018417,0.6664657607731744,380,74,1518,588,147,200.89473684210625
20 1 fidelity,0.003999752300822313,0.15035730121053834,0.18047896070519537,0.21986149368685312,0.6703981689915556,378,72,1514,580,145,198.05263157894834
20 2 fidelity,0.003524538069161508,0.15187222667158745,0.16165694722298557,0.2189833660018417,0.6555689039385127,376,74,1518,612,153,207.7368421052642
20 3 fidelity,0.0034956319390165567,0.15340241576888206,0.16004642978903216,0.2189833660018416,0.6501841560072942,374,74,1518,624,156,211.1578947368432
20 4 fidelity,0.0034669510824836677,0.15494802229123722,0.15845195723560898,0.21898336600184182,0.6448414434138476,372,74,1518,636,159,214.5789473684222
20 5 fidelity,0.0034384938359698788,0.15650920157696746,0.15687336971459137,0.21898336600184187,0.6395404551575867,370,74,1518,648,162,218.0000000000012
20 6 fidelity,0.0038374166860862535,0.15808611052949925,0.17166615053978185,0.21986149368685343,0.6431487094256108,368,72,1514,640,160,215.3684210526327
20 7 fidelity,0.003382243576576395,0.15967890763313977,0.1537632183238949,0.21898336600184168,0.6290624185100528,366,74,1518,672,168,224.8421052631591
20 8 fidelity,0.00424861083001205,0.1612877529690056,0.1859823491945127,0.2207431426814747,0.6416328786609596,364,70,1510,644,161,215.94736842105382
20 9 fidelity,0.004214863710320523,0.162912808231111,0.1841294884240305,0.22074314268147485,0.6365283311005792,362,70,1510,656,164,219.1578947368433
20 10 fidelity,0.0032995043360268743,0.16455423674261857,0.14921322350197175,0.2189833660018417,0.6136506452959004,360,74,1518,708,177,235.10526315789605
20 11 fidelity,0.0036833380241295143,0.16621220347225432,0.1632836709941157,0.2198614936868527,0.6172864437509752,358,72,1514,700,175,232.26315789473816
20 12 fidelity,0.004111816414035835,0.16788687505088712,0.1786809277862847,0.2207431426814747,0.6209427351314748,356,70,1510,692,173,229.42105263158024
20 13 fidelity,0.004078002270728955,0.16957841978827506,0.17690080788263562,0.22074314268147527,0.6158285822010806,354,70,1510,704,176,232.8421052631592
20 14 fidelity,0.004551167214759737,0.17128700768998253,0.19358212787702317,0.22162832710622876,0.6193096426918786,352,68,1506,696,174,230.21052631579082
20 15 fidelity,0.004514952940840684,0.17301281047446523,0.19165355383672705,0.22162832710622873,0.6143739909762498,350,68,1506,708,177,233.42105263158027
20 16 fidelity,0.0035341923922546916,0.17475600159032892,0.1553105089703521,0.2198614936868532,0.5922540934460641,348,72,1514,760,190,249.3684210526331
20 17 fidelity,0.003945369010609847,0.17651675623376065,0.16995591579260047,0.22074314268147469,0.5957693871171956,346,70,1510,752,188,246.52631578947518
20 18 fidelity,0.003911799435733554,0.17829525136613789,0.1682627193659109,0.22074314268147469,0.5906928016977796,344,70,1510,764,191,250.15789473684362
20 19 fidelity,0.004366911070244048,0.18009166573181276,0.1841294884240305,0.2216283271062289,0.5941992754960321,342,68,1506,756,189,247.3157894736857
